Year,week,Weekend,Top 10 Gross,%± LY,Overall Gross,%± LY.1,Releases,#1 Release
2008,21,May 23-26Memorial Day wknd,"$212,296,393",-13.1%,"$219,455,440",-14.1%,118,Indiana Jones and the Kingdom of the Crystal Skull
2008,21,May 23-25,"$166,568,045",-15.7%,"$172,319,606",-16.3%,121,Indiana Jones and the Kingdom of the Crystal Skull
2007,21,May 25-28Memorial Day wknd,"$244,300,251",+6.2%,"$255,591,705",+5.6%,117,Pirates of the Caribbean: At World's End
2007,21,May 25-27,"$197,493,249",+5.7%,"$205,905,629",+4.9%,105,Pirates of the Caribbean: At World's End
2006,21,May 26-29Memorial Day wknd,"$230,014,025",+2.7%,"$241,939,829",+4.2%,125,X-Men: The Last Stand
2006,21,May 26-28,"$186,924,554",+6.1%,"$196,256,569",+7.8%,114,X-Men: The Last Stand
2005,21,May 27-29,"$176,095,556",+8.8%,"$182,045,804",+6.4%,112,Star Wars: Episode III - Revenge of the Sith
2005,21,May 27-30Memorial Day wknd,"$223,962,788",-,"$232,101,105",-,127,Star Wars: Episode III - Revenge of the Sith
2004,21,May 21-23,"$161,847,766",+7.6%,"$171,154,598",+6.8%,158,Shrek 2
2003,21,May 23-26Memorial Day wknd,"$189,501,916",+0.3%,"$203,036,816",+1.3%,130,Bruce Almighty
2003,21,May 23-25,"$150,430,213",-,"$160,203,898",+3.2%,91,Bruce Almighty
2002,21,May 24-27Memorial Day wknd,"$188,868,729",+7.6%,"$200,387,030",+10.3%,81,Star Wars: Episode II - Attack of the Clones
2002,21,May 24-26,"$150,537,889",+9.5%,"$155,273,418",+9.7%,31,Star Wars: Episode II - Attack of the Clones
2001,21,May 25-28Memorial Day wknd,"$175,566,618",+4.2%,"$181,706,465",-1.4%,23,Pearl Harbor
2001,21,May 25-27,"$137,422,090",+28.6%,"$141,515,069",+31.4%,21,Pearl Harbor
2000,21,May 26-28,"$106,840,609",+7.3%,"$107,680,124",-2.3%,15,Mission: Impossible II
2000,21,May 26-29Memorial Day wknd,"$168,482,598",-,"$184,326,226",-,63,Mission: Impossible II
1999,21,May 21-23,"$99,552,834",+47.4%,"$110,191,393",+63.2%,62,Star Wars: Episode I - The Phantom Menace
1998,21,May 22-25Memorial Day wknd,"$120,893,367",-10.2%,"$124,319,217",-11.7%,16,Godzilla
1998,21,May 22-24,"$67,539,654",-16.9%,"$67,539,654",-16.9%,8,Godzilla
1997,21,May 23-26Memorial Day wknd,"$134,579,279",+10.7%,"$140,728,067",+14.2%,18,The Lost World: Jurassic Park
1997,21,May 23-25,"$81,307,511",+6.4%,"$81,307,511",+6.4%,4,The Lost World: Jurassic Park
1996,21,May 24-26,"$76,396,920",+128.4%,"$76,396,920",+128.4%,4,Mission: Impossible
1996,21,May 24-27Memorial Day wknd,"$121,612,593",+19.3%,"$123,202,152",+14.4%,13,Mission: Impossible
1995,21,May 26-29Memorial Day wknd,"$101,909,625",+10.6%,"$107,675,040",+14%,16,Casper
1995,21,May 26-28,"$33,445,924",-21.5%,"$33,445,924",-21.5%,4,Casper
1994,21,May 27-29,"$42,582,439",-7%,"$42,582,439",-13.7%,3,The Flintstones
1994,21,May 27-30Memorial Day wknd,"$92,118,182",-,"$94,461,460",-,14,The Flintstones
1993,21,May 21-23,"$45,784,894",+41.8%,"$49,348,732",+52.8%,17,Sliver
1992,21,May 22-25Memorial Day wknd,"$86,077,997",+43.9%,"$89,253,336",+30.5%,15,Lethal Weapon 3
1992,21,May 22-24,"$32,288,558",+150.4%,"$32,288,558",+150.4%,4,Alien³
1991,21,May 24-27Memorial Day wknd,"$59,828,164",-9.1%,"$68,385,333",+1.1%,19,Backdraft
1991,21,May 24-26,"$12,895,550",-32.5%,"$12,895,550",-32.5%,2,Backdraft
1990,21,May 25-27,"$19,110,033",-34.9%,"$19,110,033",-34.9%,2,Back to the Future Part III
1990,21,May 25-28Memorial Day wknd,"$65,824,630",-2.5%,"$67,636,727",-3.3%,13,Back to the Future Part III
1989,21,May 26-28,"$29,355,021",+21.6%,"$29,355,021",+13%,1,Indiana Jones and the Last Crusade
1989,21,May 26-29Memorial Day wknd,"$67,486,083",-,"$69,952,510",-,15,Indiana Jones and the Last Crusade
1988,21,May 20-22,"$24,145,445",-8.4%,"$25,971,575",-1.4%,13,Willow
1987,21,May 22-25Memorial Day wknd,"$56,628,694",+12%,"$59,464,195",+15.3%,13,Beverly Hills Cop II
1987,21,May 22-24,"$26,348,555",+108.2%,"$26,348,555",+108.2%,1,Beverly Hills Cop II
1986,21,May 23-25,"$12,653,032",-59%,"$12,653,032",-59%,1,Cobra
1986,21,May 23-26Memorial Day wknd,"$50,558,711",-13.8%,"$51,592,395",-14.1%,12,Cobra
1985,21,May 24-27Memorial Day wknd,"$58,625,867",-6.5%,"$60,072,580",-11.3%,12,Rambo: First Blood Part II
1985,21,May 24-26,"$30,863,331",+21.8%,"$30,863,331",+21.8%,2,Rambo: First Blood Part II
1984,21,May 25-28Memorial Day wknd,"$62,680,115",+5.7%,"$67,754,103",+7.7%,15,Indiana Jones and the Temple of Doom
1984,21,May 25-27,"$25,337,110",+3.6%,"$25,337,110",+3.6%,1,Indiana Jones and the Temple of Doom
1983,21,May 27-30Memorial Day wknd,"$59,305,165",-,"$62,916,208",-,14,Star Wars: Episode VI - Return of the Jedi
1983,21,May 27-29,"$24,457,583",+0.5%,"$24,457,583",-10.2%,2,Star Wars: Episode VI - Return of the Jedi
1982,21,May 21-23,"$24,325,331",-,"$27,238,182",-,17,Conan the Barbarian
1981,21,May 22-25Memorial Day wknd,"$16,993,634",+99.6%,"$16,993,634",+99.6%,4,Bustin' Loose
1980,21,May 23-26Memorial Day wknd,"$8,514,566",+43%,"$8,514,566",+43%,3,Star Wars: Episode V - The Empire Strikes Back
1980,21,May 23-25,"$4,910,483",-,"$4,910,483",-,1,Star Wars: Episode V - The Empire Strikes Back
1979,21,May 25-28Memorial Day wknd,"$5,953,196",-,"$5,953,196",-,2,Alien
1977,21,May 27-30Memorial Day wknd,"$1,554,475",-,"$1,554,475",-,1,Star Wars: Episode IV - A New Hope
2019,22,May 31-Jun 2,"$167,597,113",+72.7%,"$174,090,953",+63.1%,106,Godzilla: King of the Monsters
2018,22,Jun 1-3,"$97,051,566",-45.8%,"$106,760,099",-42.6%,115,Solo: A Star Wars Story
2017,22,Jun 2-4,"$179,022,383",+13.8%,"$185,842,459",+13.2%,110,Wonder Woman
2016,22,May 27-30Memorial Day wknd,"$196,994,624",-,"$205,474,478",-,88,X-Men: Apocalypse
2016,22,May 27-29,"$157,294,653",+19.9%,"$164,133,840",+18.5%,109,X-Men: Apocalypse
2015,22,May 29-31,"$131,136,807",-16.8%,"$138,472,506",-16.8%,83,San Andreas
2014,22,May 30-Jun 1,"$157,680,341",-1.2%,"$166,531,884",+0.6%,110,Maleficent
2013,22,May 31-Jun 2,"$159,570,972",+20.7%,"$165,545,465",+15.9%,110,Fast & Furious 6
2012,22,Jun 1-3,"$132,181,371",-13.3%,"$142,828,971",-10.5%,129,Snow White and the Huntsman
2011,22,Jun 3-5,"$152,390,551",+6%,"$159,624,804",+5.1%,114,X-Men: First Class
2010,22,May 28-30,"$143,797,811",-10.1%,"$151,897,664",-8.6%,105,Shrek Forever After
2010,22,May 28-31Memorial Day wknd,"$182,383,311",-,"$192,706,796",-,103,Shrek Forever After
2009,22,May 29-31,"$159,873,985",-2%,"$166,122,627",-1.4%,110,Up
2008,22,May 30-Jun 1,"$163,144,136",+28%,"$168,531,880",+25.1%,134,Sex and the City
2007,22,Jun 1-3,"$127,496,396",-0.5%,"$134,750,222",-0.9%,117,Pirates of the Caribbean: At World's End
2006,22,Jun 2-4,"$128,081,069",+2.6%,"$135,910,998",+4.1%,122,The Break-Up
2005,22,Jun 3-5,"$124,821,684",-32.2%,"$130,535,390",-31.9%,125,Madagascar
2004,22,May 28-30,"$184,125,061",+10.8%,"$191,758,229",+9%,99,Shrek 2
2004,22,May 28-31Memorial Day wknd,"$236,850,123",-,"$248,330,709",-,148,Shrek 2
2003,22,May 30-Jun 1,"$166,212,620",+44.4%,"$175,925,663",+43.9%,132,Finding Nemo
2002,22,May 31-Jun 2,"$115,078,126",-4.3%,"$122,236,947",-3.5%,89,The Sum of All Fears
2001,22,Jun 1-3,"$120,274,270",+26.5%,"$126,612,342",+22.1%,61,Pearl Harbor
2000,22,Jun 2-4,"$95,077,357",+5.1%,"$103,718,934",+14.6%,61,Mission: Impossible II
1999,22,May 28-30,"$90,494,269",+36%,"$90,494,269",+28.5%,7,Star Wars: Episode I - The Phantom Menace
1999,22,May 28-31Memorial Day wknd,"$129,902,721",-,"$142,527,400",-,63,Star Wars: Episode I - The Phantom Menace
1998,22,May 29-31,"$66,525,811",+0.8%,"$70,431,789",+2.9%,19,Godzilla
1997,22,May 30-Jun 1,"$65,988,739",-13.2%,"$68,443,088",-11.3%,16,The Lost World: Jurassic Park
1996,22,May 31-Jun 2,"$75,980,973",+23.8%,"$77,185,903",+17.7%,14,Mission: Impossible
1995,22,Jun 2-4,"$61,361,625",+9.2%,"$65,559,803",+13.2%,17,Casper
1994,22,Jun 3-5,"$56,173,939",+206.3%,"$57,905,642",+215.8%,16,The Flintstones
1993,22,May 28-31Memorial Day wknd,"$77,236,461",-,"$84,030,468",-,17,Cliffhanger
1993,22,May 28-30,"$18,336,935",-67.7%,"$18,336,935",-69.1%,5,Cliffhanger
1992,22,May 29-31,"$56,721,978",+42.1%,"$59,282,184",+32.1%,15,Lethal Weapon 3
1991,22,May 31-Jun 2,"$39,905,894",-29.3%,"$44,879,816",-21.6%,16,Backdraft
1990,22,Jun 1-3,"$56,448,155",+19.9%,"$57,220,036",+15.3%,13,Total Recall
1989,22,Jun 2-4,"$47,075,113",+261.2%,"$49,607,293",+280.6%,19,Indiana Jones and the Last Crusade
1988,22,May 27-29,"$13,034,238",-58.4%,"$13,034,238",-60.3%,1,Rambo III
1988,22,May 27-30Memorial Day wknd,"$59,525,121",-,"$61,219,196",-,12,Crocodile Dundee II
1987,22,May 29-31,"$31,346,072",+7%,"$32,816,692",+8.7%,13,Beverly Hills Cop II
1986,22,May 30-Jun 1,"$29,292,520",-26%,"$30,201,841",-25.5%,12,Cobra
1985,22,May 31-Jun 2,"$39,602,104",-21.1%,"$40,535,040",-22.4%,12,Rambo: First Blood Part II
1984,22,Jun 1-3,"$50,208,004",+6.5%,"$52,239,393",+1.9%,13,Star Trek III: The Search for Spock
1983,22,Jun 3-5,"$47,122,370",+279.1%,"$51,283,308",+312.5%,14,Star Wars: Episode VI - Return of the Jedi
1982,22,May 28-30,"$12,431,486",-,"$12,431,486",-,1,Rocky III
1982,22,May 28-31Memorial Day wknd,"$44,789,111",-,"$47,887,660",-,17,Rocky III
1979,22,Jun 1-3,"$2,192,024",-,"$2,192,024",-,1,Alien
2019,23,Jun 7-9,"$158,327,825",+44.4%,"$165,733,750",+37.8%,101,The Secret Life of Pets 2
2018,23,Jun 8-10,"$109,660,193",-20.1%,"$120,294,762",-16.6%,112,Ocean's Eight
2017,23,Jun 9-11,"$137,307,539",+11%,"$144,176,376",+6.8%,108,Wonder Woman
2016,23,Jun 3-5,"$123,684,021",+0.7%,"$134,999,656",+1.7%,102,Teenage Mutant Ninja Turtles: Out of the Shadows
2015,23,Jun 5-7,"$122,790,825",-20.2%,"$132,771,309",-18.5%,89,Spy
2014,23,Jun 6-8,"$153,810,858",+8.8%,"$162,996,895",+9.2%,111,The Fault in Our Stars
2013,23,Jun 7-9,"$141,384,924",-17.7%,"$149,251,384",-17.8%,105,The Purge
2012,23,Jun 8-10,"$171,705,112",+30.9%,"$181,630,363",+31.6%,131,Madagascar 3: Europe's Most Wanted
2011,23,Jun 10-12,"$131,188,107",+8.8%,"$138,055,726",+7.2%,107,Super 8
2010,23,Jun 4-6,"$120,565,073",-23.7%,"$128,826,490",-22.2%,120,Shrek Forever After
2009,23,Jun 5-7,"$157,921,508",-7.1%,"$165,598,060",-5.6%,120,The Hangover
2008,23,Jun 6-8,"$169,909,290",+31.3%,"$175,464,379",+29.2%,123,Kung Fu Panda
2007,23,Jun 8-10,"$129,422,051",-10.5%,"$135,804,030",-11.8%,128,Ocean's Thirteen
2006,23,Jun 9-11,"$144,546,385",+7.7%,"$154,004,019",+6.9%,123,Cars
2005,23,Jun 10-12,"$134,230,550",-26.3%,"$144,009,425",-23.6%,134,Mr. & Mrs. Smith
2004,23,Jun 4-6,"$182,021,652",+17.5%,"$188,373,383",+14.9%,147,Harry Potter and the Prisoner of Azkaban
2003,23,Jun 6-8,"$154,965,259",+55.1%,"$163,967,413",+50.1%,136,2 Fast 2 Furious
2002,23,Jun 7-9,"$99,891,208",+7.3%,"$109,266,073",+10.7%,96,The Sum of All Fears
2001,23,Jun 8-10,"$93,076,000",+2.9%,"$98,679,135",-,61,Swordfish
2000,23,Jun 9-11,"$90,433,502",+17.4%,"$98,689,480",+14%,65,Gone in 60 Seconds
1999,23,Jun 4-6,"$77,058,968",-9.5%,"$86,607,207",-1.7%,66,Star Wars: Episode I - The Phantom Menace
1998,23,Jun 5-7,"$85,102,476",+35.4%,"$88,092,005",+36.9%,20,The Truman Show
1997,23,Jun 6-8,"$62,831,256",-18.2%,"$64,342,514",-17.5%,17,Con Air
1996,23,Jun 7-9,"$76,813,873",+10%,"$77,966,481",+7.1%,14,The Rock
1995,23,Jun 9-11,"$69,851,526",+13%,"$72,780,075",+14.6%,18,Congo
1994,23,Jun 10-12,"$61,791,562",+20.3%,"$63,526,352",+12.2%,15,Speed
1993,23,Jun 4-6,"$51,371,856",-13.5%,"$56,631,028",-7.9%,18,Cliffhanger
1992,23,Jun 5-7,"$59,382,788",+28.9%,"$61,500,529",+28.3%,13,Patriot Games
1991,23,Jun 7-9,"$46,063,063",-20%,"$47,935,882",-17.6%,14,City Slickers
1990,23,Jun 8-10,"$57,555,168",+0.9%,"$58,193,480",-1.5%,12,Another 48 Hrs.
1989,23,Jun 9-11,"$57,019,127",+29%,"$59,068,818",+30.4%,13,Star Trek V: The Final Frontier
1988,23,Jun 3-5,"$44,210,070",+25%,"$45,305,990",+23.2%,13,Crocodile Dundee II
1987,23,Jun 5-7,"$35,363,819",+5.6%,"$36,766,061",+6.2%,16,Beverly Hills Cop II
1986,23,Jun 6-8,"$33,480,897",-19.1%,"$34,629,169",-18.2%,13,Top Gun
1985,23,Jun 7-9,"$41,360,456",-31.7%,"$42,310,343",-32.9%,12,Rambo: First Blood Part II
1984,23,Jun 8-10,"$60,535,933",+33.5%,"$63,056,720",+30.4%,13,Ghostbusters
1983,23,Jun 10-12,"$45,340,779",-3.3%,"$48,352,389",-2.3%,15,Star Wars: Episode VI - Return of the Jedi
1982,23,Jun 4-6,"$46,878,862",-,"$49,480,193",-,15,Star Trek II: The Wrath of Khan
1980,23,Jun 6-8,"$4,339,769",+62.6%,"$4,339,769",+62.6%,1,Star Wars: Episode V - The Empire Strikes Back
1979,23,Jun 8-10,"$2,669,177",-31.2%,"$2,669,177",-31.2%,1,Alien
1978,23,Jun 9-11,"$3,880,880",-,"$3,880,880",-,1,Omen II: Damien
2019,24,Jun 14-16,"$123,601,448",-52.2%,"$135,914,033",-49.9%,100,Men in Black: International
2018,24,Jun 15-17,"$258,481,930",+44.5%,"$271,034,765",+42.2%,104,Incredibles 2
2017,24,Jun 16-18,"$178,932,468",+28.2%,"$190,580,340",+24.7%,115,Cars 3
2016,24,Jun 10-12,"$139,567,249",-47.5%,"$152,792,949",-44.2%,107,The Conjuring 2
2015,24,Jun 12-14,"$266,035,144",+50.1%,"$273,785,662",+46.4%,88,Jurassic World
2014,24,Jun 13-15,"$177,277,722",-8.1%,"$187,054,204",-8.3%,124,22 Jump Street
2013,24,Jun 14-16,"$192,954,929",+59.9%,"$204,034,802",+56.5%,102,Man of Steel
2012,24,Jun 15-17,"$120,646,402",-16.9%,"$130,345,800",-15.2%,111,Madagascar 3: Europe's Most Wanted
2011,24,Jun 17-19,"$145,208,661",+3.4%,"$153,747,605",+1.5%,106,Green Lantern
2010,24,Jun 11-13,"$140,451,060",+8.6%,"$151,488,729",+9.8%,117,The Karate Kid
2009,24,Jun 12-14,"$129,330,317",-26.1%,"$137,931,239",-23.3%,125,The Hangover
2008,24,Jun 13-15,"$174,921,744",+27%,"$179,896,805",+23.7%,127,The Incredible Hulk
2007,24,Jun 15-17,"$137,781,216",-1.5%,"$145,423,976",-4.2%,126,Fantastic 4: Rise of the Silver Surfer
2006,24,Jun 16-18,"$139,818,068",+10.1%,"$151,751,517",+11.7%,124,Cars
2005,24,Jun 17-19,"$127,046,966",-16%,"$135,814,014",-14.8%,136,Batman Begins
2004,24,Jun 11-13,"$151,332,493",+32.3%,"$159,339,078",+28.8%,134,Harry Potter and the Prisoner of Azkaban
2003,24,Jun 13-15,"$114,371,490",-24.1%,"$123,703,617",-24.9%,131,Finding Nemo
2002,24,Jun 14-16,"$150,600,635",+18.6%,"$164,799,565",+23.8%,102,Scooby-Doo
2001,24,Jun 15-17,"$127,001,747",+34.9%,"$133,096,990",+26.3%,63,Lara Croft: Tomb Raider
2000,24,Jun 16-18,"$94,155,016",+26%,"$105,362,443",+26%,60,Shaft
1999,24,Jun 11-13,"$74,705,046",-7.2%,"$83,612,007",-0.6%,60,Star Wars: Episode I - The Phantom Menace
1998,24,Jun 12-14,"$80,498,039",+42.5%,"$84,137,419",+43.7%,22,The Truman Show
1997,24,Jun 13-15,"$56,508,375",-18.1%,"$58,567,115",-17.1%,17,Speed 2: Cruise Control
1996,24,Jun 14-16,"$68,983,432",-27.1%,"$70,611,445",-26.5%,15,The Cable Guy
1995,24,Jun 16-18,"$94,611,854",+47.4%,"$96,122,343",+43.4%,13,Batman Forever
1994,24,Jun 17-19,"$64,204,103",-16.3%,"$67,052,519",-17.5%,13,Wolf
1993,24,Jun 11-13,"$76,672,593",+53.9%,"$81,236,676",+56.7%,19,Jurassic Park
1992,24,Jun 12-14,"$49,824,429",-19.6%,"$51,853,959",-20.8%,13,Patriot Games
1991,24,Jun 14-16,"$61,945,589",-8.8%,"$65,442,851",-5.2%,17,Robin Hood: Prince of Thieves
1990,24,Jun 15-17,"$67,952,401",-0.1%,"$69,058,547",-0.3%,12,Dick Tracy
1989,24,Jun 16-18,"$68,032,810",+48.8%,"$69,281,243",+48%,13,Ghostbusters II
1988,24,Jun 10-12,"$45,724,166",-8.1%,"$46,823,708",-7.7%,12,Crocodile Dundee II
1987,24,Jun 12-14,"$49,733,753",+40.9%,"$50,704,168",+37.9%,12,Predator
1986,24,Jun 13-15,"$35,285,502",-15.5%,"$36,765,609",-14.3%,13,Back to School
1985,24,Jun 14-16,"$41,759,611",-24.3%,"$42,887,987",-24.1%,12,Rambo: First Blood Part II
1984,24,Jun 15-17,"$55,171,328",+5.2%,"$56,502,648",+3.8%,13,Ghostbusters
1983,24,Jun 17-19,"$52,440,710",+9%,"$54,417,088",+5.3%,14,Superman III
1982,24,Jun 11-13,"$48,105,800",+267.3%,"$51,668,308",+294.5%,17,E.T. the Extra-Terrestrial
1981,24,Jun 12-14,"$13,098,554",-13.1%,"$13,098,554",-13.1%,2,Raiders of the Lost Ark
1980,24,Jun 13-15,"$15,065,520",+48.4%,"$15,065,520",+48.4%,5,Bronco Billy
1979,24,Jun 15-17,"$10,153,660",-46%,"$10,153,660",-46%,3,Rocky II
1978,24,Jun 16-18,"$18,807,740",+15%,"$18,807,740",+15%,2,Jaws 2
1977,24,Jun 17-19,"$16,358,821",-,"$16,358,821",-,3,The Deep
2019,25,Jun 21-23,"$189,899,923",-29.5%,"$203,833,169",-26.5%,102,Toy Story 4
2018,25,Jun 22-24,"$269,388,336",+107.2%,"$277,365,758",+97%,103,Jurassic World: Fallen Kingdom
2017,25,Jun 23-25,"$130,023,273",-41.7%,"$140,826,843",-39.6%,109,Transformers: The Last Knight
2016,25,Jun 17-19,"$223,184,760",-6.5%,"$233,178,561",-6%,99,Finding Dory
2015,25,Jun 19-21,"$238,740,396",+75.8%,"$248,039,944",+70%,90,Jurassic World
2014,25,Jun 20-22,"$135,785,499",-40.6%,"$145,919,699",-39.3%,112,Think Like a Man Too
2013,25,Jun 21-23,"$228,593,120",+50%,"$240,393,582",+45.8%,107,Monsters University
2012,25,Jun 22-24,"$152,347,191",-7.6%,"$164,829,173",-6.9%,107,Brave
2011,25,Jun 24-26,"$164,865,297",-12.1%,"$177,057,217",-11.3%,116,Cars 2
2010,25,Jun 18-20,"$187,642,041",+34.2%,"$199,685,836",+32.3%,116,Toy Story 3
2009,25,Jun 19-21,"$139,770,972",+2.9%,"$150,983,198",+5.4%,124,The Proposal
2008,25,Jun 20-22,"$135,822,136",+11.4%,"$143,215,343",+8.8%,123,Get Smart
2007,25,Jun 22-24,"$121,972,345",-2.3%,"$131,579,486",-6.4%,124,Evan Almighty
2006,25,Jun 23-25,"$124,781,927",+10%,"$140,628,407",+10.4%,132,Click
2005,25,Jun 24-26,"$113,398,236",-11.5%,"$127,341,429",-6.9%,134,Batman Begins
2004,25,Jun 18-20,"$128,069,046",-7.6%,"$136,816,047",-9.1%,128,Dodgeball: A True Underdog Story
2003,25,Jun 20-22,"$138,565,602",-5.1%,"$150,576,968",-7.2%,126,Hulk
2002,25,Jun 21-23,"$146,017,182",+10.2%,"$162,335,825",+14.9%,104,Minority Report
2001,25,Jun 22-24,"$132,493,383",+40.8%,"$141,318,352",+33.4%,62,The Fast and the Furious
2000,25,Jun 23-25,"$94,088,127",-23.8%,"$105,961,710",-19.1%,60,"Me, Myself & Irene"
1999,25,Jun 18-20,"$123,437,360",+25%,"$130,907,958",+27%,64,Tarzan
1998,25,Jun 19-21,"$98,720,793",+3.3%,"$103,084,312",+6.1%,20,The X Files
1997,25,Jun 20-22,"$95,550,443",+5.4%,"$97,114,669",+4.9%,16,Batman & Robin
1996,25,Jun 21-23,"$90,667,546",-1.8%,"$92,555,148",-1.3%,17,Eraser
1995,25,Jun 23-25,"$92,308,167",-1.5%,"$93,800,071",-3.5%,16,Pocahontas
1994,25,Jun 24-26,"$93,704,198",+21.1%,"$97,179,498",+18%,15,The Lion King
1993,25,Jun 18-20,"$77,409,351",+50%,"$82,349,318",+54.2%,16,Jurassic Park
1992,25,Jun 19-21,"$51,608,703",-24.1%,"$53,404,382",-24.1%,13,Batman Returns
1991,25,Jun 21-23,"$68,022,567",-1%,"$70,360,970",+0.3%,14,Robin Hood: Prince of Thieves
1990,25,Jun 22-24,"$68,700,097",-26.4%,"$70,164,397",-25.8%,13,Dick Tracy
1989,25,Jun 23-25,"$93,294,088",+93.5%,"$94,580,456",+85.1%,13,Batman
1988,25,Jun 17-19,"$48,216,103",+1.5%,"$51,102,754",+5.4%,13,Red Heat
1987,25,Jun 19-21,"$47,502,640",-1%,"$48,505,814",-2.4%,12,The Witches of Eastwick
1986,25,Jun 20-22,"$47,973,087",+14.9%,"$49,674,722",+8.9%,12,The Karate Kid Part II
1985,25,Jun 21-23,"$41,759,606",-26.6%,"$45,629,446",-23.1%,13,Cocoon
1984,25,Jun 22-24,"$56,928,034",+3.6%,"$59,309,351",-0.5%,12,Ghostbusters
1983,25,Jun 24-26,"$54,940,680",+7%,"$59,629,181",+11.9%,18,Star Wars: Episode VI - Return of the Jedi
1982,25,Jun 18-20,"$51,354,421",+51.6%,"$53,281,644",+57.2%,12,E.T. the Extra-Terrestrial
1981,25,Jun 19-21,"$33,885,048",+83.7%,"$33,885,048",+83.7%,3,Superman II
1980,25,Jun 20-22,"$18,446,538",+58.5%,"$18,446,538",+58.5%,3,Star Wars: Episode V - The Empire Strikes Back
1979,25,Jun 22-24,"$11,641,673",-,"$11,641,673",-,3,Alien
1977,25,Jun 24-26,"$4,885,463",-,"$4,885,463",-,1,Star Wars: Episode IV - A New Hope
1975,25,Jun 20-22,"$7,061,513",-,"$7,061,513",-,1,Jaws
2019,26,Jun 28-30,"$138,825,078",-17%,"$151,841,304",-15.6%,96,Toy Story 4
2018,26,Jun 29-Jul 1,"$167,201,140",+6.4%,"$179,844,255",+5.9%,108,Jurassic World: Fallen Kingdom
2017,26,Jun 30-Jul 4July 4th long wknd,"$221,241,108",-,"$239,317,563",-,77,Despicable Me 3
2017,26,Jun 30-Jul 2,"$157,207,541",-11.2%,"$169,890,949",-10%,110,Despicable Me 3
2016,26,Jun 24-26,"$177,111,633",+1.7%,"$188,682,746",+2.5%,105,Finding Dory
2015,26,Jun 26-28,"$174,073,731",+1.8%,"$184,087,635",+2.2%,101,Jurassic World
2014,26,Jun 27-29,"$171,037,682",-5.2%,"$180,104,687",-5.6%,124,Transformers: Age of Extinction
2013,26,Jun 28-30,"$180,411,163",-4.9%,"$190,698,431",-9.2%,104,Monsters University
2012,26,Jun 29-Jul 1,"$189,645,968",+1.8%,"$210,047,382",+3.9%,105,Ted
2011,26,Jul 1-4July 4th long wknd,"$222,359,534",-,"$241,553,443",-,102,Transformers: Dark of the Moon
2011,26,Jul 1-3,"$186,283,764",+20.7%,"$202,163,864",+22.4%,106,Transformers: Dark of the Moon
2010,26,Jun 25-27,"$154,390,043",-19%,"$165,180,607",-17.7%,106,Toy Story 3
2009,26,Jun 26-28,"$190,609,317",+7.7%,"$200,752,945",+8.3%,114,Transformers: Revenge of the Fallen
2008,26,Jun 27-29,"$176,907,464",+24.8%,"$185,436,843",+19.3%,129,WALL·E
2007,26,Jun 29-Jul 1,"$141,710,943",+1.8%,"$155,438,401",+0.9%,108,Ratatouille
2006,26,Jun 30-Jul 4July 4th long wknd,"$203,866,345",+30.7%,"$225,886,164",+31.6%,98,Superman Returns
2006,26,Jun 30-Jul 2,"$139,186,743",+7.4%,"$154,124,212",+8.4%,117,Superman Returns
2005,26,Jul 1-4July 4th long wknd,"$155,959,727",-,"$171,680,305",-,132,War of the Worlds
2005,26,Jul 1-3,"$129,652,252",+0.4%,"$142,200,806",-5.2%,122,War of the Worlds
2004,26,Jun 25-27,"$129,176,051",+19.9%,"$150,010,545",+22.1%,127,Fahrenheit 9/11
2003,26,Jun 27-29,"$107,713,698",-14.3%,"$122,827,678",-13.7%,140,Charlie's Angels: Full Throttle
2002,26,Jun 28-30,"$125,614,968",+10.4%,"$142,406,572",+12.8%,101,Mr. Deeds
2001,26,Jun 29-Jul 1,"$113,812,114",-7.1%,"$126,285,098",-5.6%,61,A.I. Artificial Intelligence
2000,26,Jun 30-Jul 2,"$122,460,933",-2%,"$133,800,274",+0.4%,68,The Perfect Storm
2000,26,Jun 30-Jul 4July 4th long wknd,"$157,254,073",-,"$158,465,755",-,14,The Perfect Storm
1999,26,Jun 25-27,"$125,015,078",+26.1%,"$133,279,756",+26.8%,62,Big Daddy
1998,26,Jun 26-28,"$99,152,870",+7.4%,"$105,095,859",+12.2%,22,Doctor Dolittle
1997,26,Jun 27-29,"$92,363,542",-5.3%,"$93,668,405",-6.1%,14,Face/Off
1996,26,Jun 28-30,"$97,519,132",-1.2%,"$99,723,775",-2.9%,14,The Nutty Professor
1995,26,Jun 30-Jul 4July 4th long wknd,"$65,330,300",-34.7%,"$65,330,300",-39.2%,4,Apollo 13
1995,26,Jun 30-Jul 2,"$98,694,045","+2,321.7%","$102,719,880","+2,420.5%",16,Apollo 13
1994,26,Jul 1-3,"$4,075,450",-94.9%,"$4,075,450",-95%,3,The Flintstones
1994,26,Jul 1-4July 4th long wknd,"$100,108,303",-,"$107,418,100",-,14,The Lion King
1993,26,Jun 25-27,"$79,296,509",+22.7%,"$81,655,209",+22.3%,15,Jurassic Park
1992,26,Jun 26-28,"$64,634,926",-3.6%,"$66,759,512",-4.7%,13,Batman Returns
1991,26,Jun 28-30,"$67,044,357",+8.1%,"$70,043,594",+8.7%,16,The Naked Gun 2½: The Smell of Fear
