Name,STARmeter,Episodes,Known for
James Bate Amyand  Amyand  See fewer,Members only,4,The Spoils of War (1980)
Denys Hawthorne Rudge  Rudge  See fewer,Members only,4,Emma (1996)
Richard Gauntlett Urak  Urak  See fewer,Members only,4,Shakespeare 4 Kidz: A Midsummer Night's Dream (2003)
Francis De Wolff Agamemnon / Vasor  Agamemnon / Vasor  See fewer,Members only,4,A Christmas Carol (1951)
Jeff Rawle Plantagenet  Plantagenet  See fewer,Members only,4,Harry Potter and the Goblet of Fire (2005)
Oliver Smith Drak  Drak  See fewer,Members only,4,Hellraiser (1987)
Donald Morley Jules Renan  Jules Renan  See fewer,Members only,4,The Railway Children (1957)
Peter Sanders Sita  Sita  See fewer,Members only,4,Z Cars (1962)
Edmund Coulter 1st Monoid / Monoid One  1st Monoid / Monoid One  See fewer,Members only,4,Compact (1962)
John Hollis Sondergaard  Sondergaard  See fewer,Members only,4,Star Wars: Episode V - The Empire Strikes Back (1980)
Ben Howard Hinks  Hinks  See fewer,Members only,4,A Bridge Too Far (1977)
Kenneth Gilbert Richard Dunbar  Richard Dunbar  See fewer,Members only,4,Wolfshead: The Legend of Robin Hood (1976)
Janie Kells Sister  Sister  See fewer,Members only,4,The Elephant Man (1980)
William Simons Mandrel  Mandrel  See fewer,Members only,4,Cribb (1980)
Primi Townsend Mula  Mula  See fewer,Members only,4,Schizo (1976)
John Bryans Torvin  Torvin  See fewer,Members only,4,Nana (1968)
Thane Bettany Tarak  Tarak  See fewer,Members only,4,Hamlet (1961)
Martin Fisk Vargos  Vargos  See fewer,Members only,4,Poldark (1975)
Michael Cashman First Officer Bilton  First Officer Bilton  See fewer,Members only,4,"Unman, Wittering and Zigo (1971)"
Martin Cochrane Chellak  Chellak  See fewer,Members only,4,Mission: Impossible - Rogue Nation (2015)
Deborah Manship Morgana  Morgana  See fewer,Members only,4,Star Cops (1987)
Marcus Hammond Antodus  Antodus  See fewer,Members only,4,Z Cars (1962)
William Mervyn Sir Charles Summer  Sir Charles Summer  See fewer,Members only,4,The Ruling Class (1972)
Noel Coleman General Smythe  General Smythe  See fewer,Members only,4,Ivanhoe (1970)
June Brown Eleanor  Eleanor  See fewer,Members only,4,EastEnders (1985)
James Marcus Rask / Peasant  Rask / Peasant  See fewer,Members only,4,A Clockwork Orange (1971)
Robin Sherringham Nimon  Nimon  See fewer,Members only,4,Out of the Unknown (1965)
Annie Lambert Enlightenment  Enlightenment  See fewer,Members only,4,Midsomer Murders (1997)
Christopher Ryan Kiv  Kiv  See fewer,Members only,4,One Foot in the Grave (1990)
Howard Cooke Pex  Pex  See fewer,Members only,4,Dempsey and Makepeace (1985)
Marcus Gilbert Ancelyn  Ancelyn  See fewer,Members only,4,Army of Darkness (1992)
Philip Voss Acomat / Wahed  Acomat / Wahed  See fewer,Members only,4,Octopussy (1983)
Roger Avon Saphadin / Daxtar  Saphadin / Daxtar  See fewer,Members only,4,Au Pair Girls (1972)
John Cater Professor Krimpton  Professor Krimpton  See fewer,Members only,4,The Abominable Dr. Phibes (1971)
Rod Beacham Corporal Lane  Corporal Lane  See fewer,Members only,4,Blake's 7 (1978)
Paul Grist Filer  Filer  See fewer,Members only,4,The Avengers (1961)
Crawford Logan Deedrix  Deedrix  See fewer,Members only,4,Outlander (2014)
Richard Willis Varsh  Varsh  See fewer,Members only,4,Rebecca (1979)
Robin Soans Luvic  Luvic  See fewer,Members only,4,The Queen (2006)
Harry Waters Royce  Royce  See fewer,Members only,4,The Taming of the Shrew (1980)
Dallas Adams Professor Howard Foster  Professor Howard Foster  See fewer,Members only,4,The Fortunes of Nigel (1974)
Roy Holder Krelper  Krelper  See fewer,Members only,4,Romeo and Juliet (1968)
Julie Brennon Fire Escape  Fire Escape  See fewer,Members only,4,The Front Line (1984)
Louis Mahoney Newscaster / Ponti  Newscaster / Ponti  See fewer,Members only,4,Captain Phillips (2013)
Neil Daglish Damon  Damon  See fewer,Members only,4,EastEnders (1985)
Tara Ward Preston  Preston  See fewer,Members only,4,Justice League (2017)
Peter Glaze Third Sensorite  Third Sensorite  See fewer,Members only,4,Whack-O! (1956)
John Alderson Wyatt Earp  Wyatt Earp  See fewer,Members only,4,South Sea Woman (1953)
Gabrielle Mowbray Sister  Sister  See fewer,Members only,4,Holding the Fort (1980)
Edward Arthur Adam Colby  Adam Colby  See fewer,Members only,4,Pride and Prejudice (1980)
Michael Keating Goudry  Goudry  See fewer,Members only,4,Blake's 7 (1978)
Denis Carey Old Man / The Keeper  Old Man / The Keeper  See fewer,Members only,4,The Day of the Jackal (1973)
Yolande Palfrey Janet  Janet  See fewer,Members only,4,Crime and Punishment (1979)
Jonathan Crane Kristas  Kristas  See fewer,Members only,4,The Fight Against Slavery (1975)
Ian Thompson Hetra / Malsan / Optera Hetra  Hetra / Malsan / Optera Hetra  See fewer,Members only,4,The Big Spender (1965)
Bill McGuirk Guard in Corridor / Policeman  Guard in Corridor / Policeman  See fewer,Members only,4,Coronation Street (1960)
Gregory de Polnay D.84  D.84  See fewer,Members only,4,Mansfield Park (1999)
Maurice O'Connell Cockerill  Cockerill  See fewer,Members only,4,A Prayer for the Dying (1987)
Malcolm Tierney Doland  Doland  See fewer,Members only,4,Braveheart (1995)
George Roubicek Captain Hopper  Captain Hopper  See fewer,Members only,4,The Spy Who Loved Me (1977)
Jo Rowbottom Mollie Dawson  Mollie Dawson  See fewer,Members only,4,Romany Jones (1972)
Talfryn Thomas Dave / Mullins  Dave / Mullins  See fewer,Members only,4,St. Ives (1967)
Donald Hewlett Hardiman  Hardiman  See fewer,Members only,4,It Ain't Half Hot Mum (1974)
Kevin Selway Mummy  Mummy  See fewer,Members only,4,Return of the Saint (1978)
Roy Montague Guide  Guide  See fewer,Members only,4,Yesterday's Hero (1979)
Christopher Owen Earthling  Earthling  See fewer,Members only,4,The Bank Job (2008)
Roland Oliver Neman  Neman  See fewer,Members only,4,Skins (2007)
Burt Kwouk Lin Futu  Lin Futu  See fewer,Members only,4,Goldfinger (1964)
Gavin Conrad Romulus  Romulus  See fewer,Members only,4,Shine on Harvey Moon (1982)
Annabel Yuresha Bin Liner  Bin Liner  See fewer,Members only,4,Unmasked Part 25 (1989)
Alan Judd Dortmun  Dortmun  See fewer,Members only,4,The Golden Spur (1959)
Frank George 2nd Monoid / Monoid Three  2nd Monoid / Monoid Three  See fewer,Members only,4,Dr. No (1962)
Roger Jones Ice Warrior Zondal  Ice Warrior Zondal  See fewer,Members only,4,The Wars of the Roses (I) (1965)
Terence Wilton Mark  Mark  See fewer,Members only,4,Anne of the Thousand Days (1969)
Bernard Finch Mentiad  Mentiad  See fewer,Members only,4,The Count of Monte Cristo (1964)
Oliver Maguire Shrieve  Shrieve  See fewer,Members only,4,Star Wars: Episode V - The Empire Strikes Back (1980)
Bernard Padden Tylos  Tylos  See fewer,Members only,4,The Legend of 1900 (1998)
Vincent Pickering Sagan  Sagan  See fewer,Members only,4,Legionnaire (1998)
Elspet Gray Chancellor Thalia  Chancellor Thalia  See fewer,Members only,4,Four Weddings and a Funeral (1994)
Norman Comer Icthar  Icthar  See fewer,Members only,4,How Green Was My Valley (1975)
Barbara Kinghorn Timmin  Timmin  See fewer,Members only,4,Sorry! (1981)
David Rodigan Broken Tooth  Broken Tooth  See fewer,Members only,4,The Adventures of Sherlock Holmes (1984)
Joann Kenny Jean  Jean  See fewer,Members only,4,Grange Hill (1978)
Arthur Newall Fourth Sensorite  Fourth Sensorite  See fewer,Members only,4,Story Parade (1964)
Angelo Muscat Chumbley Operator / Chumblie  Chumbley Operator / Chumblie  See fewer,Members only,4,The Prisoner (1967)
Willie Shearer Chumbley Operator / Chumblie  Chumbley Operator / Chumblie  See fewer,Members only,4,The Avengers (1961)
Brigit Forsyth Ruth Maxtible  Ruth Maxtible  See fewer,Members only,4,The Likely Lads (1976)
Veronica Ridge Sister  Sister  See fewer,Members only,4,Menace (1970)
Adrienne Burgess Veet  Veet  See fewer,Members only,4,Dickens of London (1976)
Adrian Mills Aris  Aris  See fewer,Members only,4,BBC Proms (2011)
Edward Highmore Malkon  Malkon  See fewer,Members only,4,Ali G Indahouse (2002)
Alibe Parsons Matrona Kani  Matrona Kani  See fewer,Members only,4,Aliens (1986)
Kay Patrick Flower / Poppaea  Flower / Poppaea  See fewer,Members only,4,Coronation Street (1960)
Sheena Marshe Kate  Kate  See fewer,Members only,4,Armchair Theatre (1956)
Gareth Hunt Arak  Arak  See fewer,Members only,4,Undercover Lover (1979)
Miles Fothergill S.V.7  S.V.7  See fewer,Members only,4,Blake's 7 (1978)
June Page Keara  Keara  See fewer,Members only,4,Thin Air (1988)
Reginald Jessup Servant / Lord Savar  Servant / Lord Savar  See fewer,Members only,4,The Avengers (1961)
Nigel John Young Silurian  Young Silurian  See fewer,Members only,4,Doctor Who (1963)
Andrew Conrad Remus  Remus  See fewer,Members only,4,Shine on Harvey Moon (1982)
Trevor Laird Frax  Frax  See fewer,Members only,4,Secrets & Lies (1996)
Jasmine Breaks The Girl  The Girl  See fewer,Members only,4,Doctor Who (1963)
Terry Bale Voice of Arcturus / Soldier  Voice of Arcturus / Soldier  See fewer,Members only,4,Stage 2 (1971)
Jon Rollason Harold Chorley  Harold Chorley  See fewer,Members only,4,Freelance (1971)
Max Harvey Cardinal Zorac  Cardinal Zorac  See fewer,Members only,4,Only Fools and Horses (1981)
Catherine Cusack Blue Kang Leader  Blue Kang Leader  See fewer,Members only,4,Finding Neverland (2004)
Joanne Bell Phyllis  Phyllis  See fewer,Members only,4,The Professionals (1977)
Eric Francis First Elder  First Elder  See fewer,Members only,4,The Meaning of Life (1983)
Bruce Wightman William de Tornebu / Radio Operator / Scott  William de Tornebu / Radio Operator / Scott  See fewer,Members only,4,The Rise and Fall of César Birotteau (1965)
Michael Bilton Charles de Teligny / Collins / Time Lord  Charles de Teligny / Collins / Time Lord  See fewer,Members only,4,To the Manor Born (1979)
John Atterbury Robot / Alien Guard  Robot / Alien Guard  See fewer,Members only,4,Gosford Park (2001)
Jonathan Caplan Roskal  Roskal  See fewer,Members only,4,Coronation Street (1960)
Peter Stenson Voord / Ice Soldier / Second Judge  Voord / Ice Soldier / Second Judge  See fewer,Members only,4,R3 (1964)
Reg Pritchard Ben Daheer / Man in Mackintosh  Ben Daheer / Man in Mackintosh  See fewer,Members only,4,The Avengers (1961)
Norman Henry Senta  Senta  See fewer,Members only,4,Lorna Doone (1976)
Anthony Jacobs Doc. Holliday  Doc. Holliday  See fewer,Members only,4,Madame Bovary (1964)
Johnson Bayly Balan  Balan  See fewer,Members only,4,199 Park Lane (1965)
Colin Bell C.P.O. Summers / Private Bryson  C.P.O. Summers / Private Bryson  See fewer,Members only,4,The Newcomers (1965)
Laurie Webb Mr. Ollis  Mr. Ollis  See fewer,Members only,4,Paul Temple (1969)
Mark Blackwell Baker Robot  Robot  See fewer,Members only,4,The Dragon's Opponent (1973)
Gai Waterhouse Presta  Presta  See fewer,Members only,4,Centre Play (1973)
Simon Shaw Tigellan Guard  Tigellan Guard  See fewer,Members only,4,Antiques Roadshow (1979)
Adam Blackwood Balazar  Balazar  See fewer,Members only,4,James Bond in Agent Under Fire (2001)
Thomas Branch The Lukoser  The Lukoser  See fewer,Members only,4,Screenplay (1986)
Steve Plytas Wigner  Wigner  See fewer,Members only,4,Batman (1989)
Aidan Murphy Hippias  Hippias  See fewer,Members only,4,The Lonely Passion of Judith Hearne (1987)
Andrew Boxer Robin Stuart  Robin Stuart  See fewer,Members only,4,Absolution (1978)
Brian Orrell Cyber Lieutenant / Cyberman  Cyber Lieutenant / Cyberman  See fewer,Members only,4,Icebound in the Antarctic (1983)
Lawrence Dean Morok Guard  Morok Guard  See fewer,Members only,4,Taxi! (1963)
Barry Wilsher Heslington  Heslington  See fewer,Members only,4,The Saint (1962)
Christopher Wray Ldg. Seaman Lovell / PC Groom  Ldg. Seaman Lovell / PC Groom  See fewer,Members only,4,The Wednesday Play (1964)
John Bleasdale Robot  Robot  See fewer,Members only,4,Inspector Morse (1987)
Vincent Brimble Tarpok  Tarpok  See fewer,Members only,4,Last Chance Harvey (2008)
Stevan Rimkus Captain Bates  Captain Bates  See fewer,Members only,4,Hidalgo (2004)
Alastair G. Cumming Colin Frazer  Colin Frazer  See fewer,Members only,4,Crash Test Aglaé (2017)
Christopher Farries Sauvix  Sauvix  See fewer,Members only,4,Fox Mystery Theater (1984)
Sam Howard Atza  Atza  See fewer,Members only,4,Billy the Kid and the Green Baize Vampire (1987)
Ken Norris Morok Guard  Morok Guard  See fewer,Members only,4,Octopussy (1983)
John Lord Yeti / Masters  Yeti / Masters  See fewer,Members only,4,The Man Outside (1972)
Mark Cooper Robot  Robot  See fewer,Members only,4,Chocolat (2000)
Eric Mason Senior Prison Officer Green / C.P.O. Smedley  Senior Prison Officer Green / C.P.O. Smedley  See fewer,Members only,4,Hot Fuzz (2007)
Ralph Arliss Tuar  Tuar  See fewer,Members only,4,Love for Lydia (1977)
Marcus Hutton Sgt. Leigh  Sgt. Leigh  See fewer,Members only,4,Made in Dagenham (2010)
Michael Walker 1st Radar Operator / Miseus  1st Radar Operator / Miseus  See fewer,Members only,4,The Onedin Line (1971)
Leon Davis Ortezo  Ortezo  See fewer,Members only,4,Hellraiser (1987)
Cory Pulman Kathleen Dudman  Kathleen Dudman  See fewer,Members only,4,American Playhouse (1981)
Timothy Walker Grell  Grell  See fewer,Members only,4,Four Weddings and a Funeral (1994)
Peter Langtry Robot  Robot  See fewer,Members only,4,Doctor Who (1963)
Anne Reid Nurse Crane  Nurse Crane  See fewer,Members only,4,Hot Fuzz (2007)
Victor Pemberton Scientist Jules Faure / Scientist  Scientist Jules Faure / Scientist  See fewer,Members only,4,Tightrope (1972)
Jeremy Ranchev Robot  Robot  See fewer,Members only,4,Theatre 625 (1964)
John Maxim Cyberman / Frankenstein  Cyberman / Frankenstein  See fewer,Members only,4,The Big Spender (1965)
Catherine Fleming Animus  Animus  See fewer,Members only,4,Tess (1979)
Charles Pemberton Cyberman / Alien Technician  Cyberman / Alien Technician  See fewer,Members only,4,The Four Feathers (2002)
Richard Seager Robot  Robot  See fewer,Members only,4,Breakaway (1980)
Maureen Morris Spider  Spider  See fewer,Members only,4,The Moonstone (1972)
Alan Wells Scientist Joe Benson / Scientist  Scientist Joe Benson / Scientist  See fewer,Members only,4,Doctor Who (1963)
Ricky Newby Dalek  Dalek  See fewer,Members only,4,Comedy Playhouse (1961)
Oliver Gilbert Dalek Voices / Daleks Voices  Dalek Voices / Daleks Voices  See fewer,Members only,4,The Lost Boys (1978)
Toby Byrne Dalek Operator  Dalek Operator  See fewer,Members only,4,Children of the North (1991)
Peter Messaline Dalek Voices / Daleks Voices  Dalek Voices / Daleks Voices  See fewer,Members only,4,Warehouse 13 (2009)
Kenton Moore Noah / Suicidal Roboman  Noah / Suicidal Roboman  See fewer,Members only,4,The Big Spender (1965)
John J. Carney Bloodaxe  Bloodaxe  See fewer,Members only,4,A Clockwork Orange (1971)
Sean Caffrey Lord Palmerdale / Lord Palderdale  Lord Palmerdale / Lord Palderdale  See fewer,Members only,4,When Dinosaurs Ruled the Earth (1970)
Barry Andrews Stott  Stott  See fewer,Members only,4,The Spy Who Loved Me (1977)
Annette Woollett Adelaide Lesage  Adelaide Lesage  See fewer,Members only,4,Thriller (1973)
Miles Northover Kroton / Man Carrying Caskets  Kroton / Man Carrying Caskets  See fewer,Members only,4,Doctor Who (1963)
Judith Byfield Angela Clifford / Tannoy Announcer  Angela Clifford / Tannoy Announcer  See fewer,Members only,4,Wuthering Heights (1978)
Bartlett Mullins Second Elder / Elder  Second Elder / Elder  See fewer,Members only,4,Half a Sixpence (1967)
Bob Appleby Nimon / Second Vervoid  Nimon / Second Vervoid  See fewer,Members only,4,The Tall Guy (1989)
Terry Wright Robot / Cheerleader  Robot / Cheerleader  See fewer,Members only,4,Crossroads (1964)
Arnold Chazen Scientist John Stacey / Auton VIP / No. 15 / Scientist  Scientist John Stacey / Auton VIP / No. 15 / Scientist  See fewer,Members only,4,Doctor Who (1963)
Gerald Martin Sensorite  Sensorite  See fewer,Members only,4,A Bridge Too Far (1977)
David Joyce Ogron / Technician  Ogron / Technician  See fewer,Members only,4,Special Branch (1969)
Hugh Beverton Guard / First Guard  Guard / First Guard  See fewer,Members only,4,"Magnum, P.I. (1980)"
Aaron Handley Baby  Baby  See fewer,Members only,4,Doctor Who (1963)
Edward Phillips Scientist Bob Anders / No. 7 / Parisian Man / Scientist  Scientist Bob Anders / No. 7 / Parisian Man / Scientist  See fewer,Members only,4,Poirot (1989)
Joseph Fürst Professor Zaroff  Professor Zaroff  See fewer,Members only,4,Diamonds Are Forever (1971)
Edmond Warwick Robot Dr. Who / Darrius / Dr. Who  Robot Dr. Who / Darrius / Dr. Who  See fewer,Members only,4,Potts in Parovia (1956)
David Blake Kelly Jacob Kewper / Capt. Benjamin Briggs  Jacob Kewper / Capt. Benjamin Briggs  See fewer,Members only,4,All Aboard (1958)
Harry Brooks Jr. Krang / Talon  Krang / Talon  See fewer,Members only,4,Hanover Street (1979)
Catherine Howe Ara  Ara  See fewer,Members only,4,Private Road (1971)
Colin Jeavons Damon  Damon  See fewer,Members only,4,A Matter of Degree (1960)
Timothy Craven Cell Guard / Robinson / Short / Tesh  Cell Guard / Robinson / Short / Tesh  See fewer,Members only,4,Paul Temple (1969)
Gareth Milne George Cranleigh / Mortuary Attendant / The Doctor / The Unknown  George Cranleigh / Mortuary Attendant / The Doctor / The Unknown  See fewer,Members only,4,Skyfall (2012)
Keith Goodman Cyberman / Extra / Technician  Cyberman / Extra / Technician  See fewer,Members only,4,Softly Softly (1966)
Eric Danot Castellan Guard  Castellan Guard  See fewer,Members only,4,Doctor Who (1963)
Maureen Lane Brassy Bar Girl / Drum Majorette  Brassy Bar Girl / Drum Majorette  See fewer,Members only,4,A Farewell to Arms (1966)
